channel_handle,channel_name,video_id,title,view_count,like_count,comment_count,duration,duration_seconds,upload_date,upload_hour,day_of_week
@technity17,Technity,_LyBrxSobe0,Samsung Foldable Phones: the good and the need,4024,199,11,3:42,222,2023-09-01,11:30,Friday
@MMTR,Myanmar Mobile Phones & Tech Review,z1hvB8W9ZZE,Infinix Note 30 Pro က Pro ဆိုတဲ့အတိုင်း တစ်ကယ် Pro ဖြစ်သွားပြီလား ?,47351,1270,62,7:37,457,2023-08-31,16:32,Thursday
@zestvlog,ZEST,SXVMfW1eSZc,Infinix Note 30 Pro ရဲ့ Performance Test Video,14780,605,70,24:04,1444,2023-08-31,10:49,Thursday
@technity17,Technity,LArCtypfbO8,Infinix Note 30 Pro First Impression,16132,523,36,7:38,458,2023-08-31,11:29,Thursday
@MMTR,Myanmar Mobile Phones & Tech Review,lK_kj2aJ04c,Sony WF 1000 XM5 - 2023 အတွက် ANC အကောင်းဆုံး EarBuds ?,8944,287,14,10:52,652,2023-08-30,10:49,Wednesday
@MyTechMyanmar,MyTech Myanmar,GK4ciQZ-C98,DSLR လို ကင်မရာမျိုးနဲ့ ရှည်မျောမျော ဖုန်း,15796,609,32,9:38,578,2023-08-30,13:07,Wednesday
@technity17,Technity,0wEPe-mbcSo,How to block sim operator's message?,4535,269,13,1:36,96,2023-08-30,11:30,Wednesday
@T4U2MM,T4U2,H6k-q6PFxCM,Infinix NOTE 30 Pro: ဒီဈေးနဲ့ ဒီ Specs တွေနဲ့ကတော့ စဉ်းစားသင့်တယ်,55899,1713,137,8:11,491,2023-08-30,12:30,Wednesday
@zestvlog,ZEST,wgU7G4aYzv4,Tecno POVA 5 Pro ရဲ့ Gaming Performance တကယ်ကောင်းရဲ့လား ...,22059,724,87,27:12,1632,2023-08-29,11:03,Tuesday
@zestvlog,ZEST,cXUtZNn8hrs,#zest_is_the_best  #note30pro,3266,267,8,0:47,47,2023-08-29,05:47,Tuesday
@technity17,Technity,zwgyrNMELsg,Show your maturity with this laptop: hp 15 review,7278,273,16,6:50,410,2023-08-29,11:30,Tuesday
@MMTR,Myanmar Mobile Phones & Tech Review,9jtsLvpvHeg,ဒီနှစ်ရဲ့ Review Request အတောင်းဆုံးဖုန်းလို့တောင်ပြောရမဲ့ - K60 Ultra လာပြီဗျာ,49546,1730,112,12:47,767,2023-08-28,10:05,Monday
@MyTechMyanmar,MyTech Myanmar,LK6Mw7wrZi4,Google Pixel6 Pro လား။ ကင်မရာကလွဲရင် ကျန်တာတော့ ...  (Q&A - 133),5596,265,20,3:42,222,2023-08-28,11:50,Monday
@MyTechMyanmar,MyTech Myanmar,UZ2Bx0cGR7E,Helio G99  အစား Gaming  အတွက် တခြားဘာတွေကို ရွေးနိုင်လဲ,41631,1696,128,6:38,398,2023-08-27,11:30,Sunday
@zestvlog,ZEST,Q7amXXHtS6M,Wireless Charge အသုံးပြုနိုင်မယ့် iNfinix Note 30 Pro Unboxing Video,32545,1079,134,18:29,1109,2023-08-27,07:35,Sunday
@TBHLabsMyanmar,TBH Labs,w_Rccil1IUs,iphone 15 series leaks,124488,4691,244,10:37,637,2023-08-26,13:30,Saturday
@zestvlog,ZEST,Kf8a-S_P-ro,#Infinixnote30Pro,2227,171,10,0:54,54,2023-08-26,10:44,Saturday
@zestvlog,ZEST,EGpeBEp1VJ0,Live Chat With ZEST,2837,142,5,111:50,6710,2023-08-26,04:27,Saturday
@technity17,Technity,OMZbsi42ZVI,Used iPhone vs new Android phone,110960,3604,301,8:08,488,2023-08-26,11:30,Saturday
@MMTR,Myanmar Mobile Phones & Tech Review,1iloE3toOA8,လူတွေမှာ နောက်မီးလင်းရင်သာမကောင်းတာ ဖုန်းတွေမှာလင်းရင် လှတယ် - Tecno Pova 5 Pro,35282,979,69,7:42,462,2023-08-25,03:49,Friday
@MyTechMyanmar,MyTech Myanmar,qGdQVL6cA7I,iPhone 15 Series အကြောင်း တော်ကီပွားကြမယ်,12686,618,34,7:02,422,2023-08-25,11:30,Friday
@technity17,Technity,ASbWjW86Iu8,We join the Fold Side #shorts #samsung #zfold5 #jointhefoldsize #technity,782,69,0,0:48,48,2023-08-25,01:30,Friday
@zestvlog,ZEST,qPw4Qdccs44,Tecno Pova 5 Pro မှာ ဘာတွေပိုကောင်းလာလဲ...,46084,1511,120,20:19,1219,2023-08-24,10:47,Thursday
@technity17,Technity,tQpDrZAwo2M,Bling Bling Phone: TECNO POVA 5 Pro First Impression,21135,758,44,6:23,383,2023-08-24,11:30,Thursday
@T4U2MM,T4U2,9Y_OZzwcEbk,ဘက်စုံသုံးဖို့ အကောင်းဆုံး Hidden Gem ဖုန်းတစ်လုံးအကြောင်းပြောပြမယ်ဗျာ,14745,694,44,9:03,543,2023-08-24,12:30,Thursday
@MyTechMyanmar,MyTech Myanmar,xAY56i7ZQNE,Civi2 vs Honor X9a  ကင်မရာနဲ့ ဂိမ်းဆော့ဖို့ ဘာပိုကောင်းလဲ (Q&A - 132),4221,203,22,3:54,234,2023-08-23,11:46,Wednesday
@zestvlog,ZEST,dVYDy3Y_Zpo,Honor 90 5G ရဲ့  Gaming Perfomance Test Video,17984,536,57,12:39,759,2023-08-23,07:08,Wednesday
@TBHLabsMyanmar,TBH Labs,jqTr-LPudbM,အသားကုန်ကြမ်းလာမယ့် အနာဂတ်ရဲ့ Computer အသစ်တစ်မျိုး,208606,6396,247,13:49,829,2023-08-22,13:30,Tuesday
@MMTR,Myanmar Mobile Phones & Tech Review,f7PQ7o647Zs,Thin & Light မှာ Core i9-13900H ထိထည့်ပေးလာတဲ့ ZenBook 14x OLED,4554,158,14,5:42,342,2023-08-22,11:47,Tuesday
@technity17,Technity,AWrjccOOctg,Powerful Laptop for teenagers: ASUS TUF Gaming F15 Full Review,13178,397,13,8:24,504,2023-08-22,11:30,Tuesday
@T4U2MM,T4U2,HoDDeS2LvKs,Global Mobile ကိုရောက်ရင် ပစ္စည်းပဲဝယ်ပါ ခေါင်းကြီးတို့ရေ 🥹💔,35453,1689,172,10:58,658,2023-08-22,12:30,Tuesday
@MMTR,Myanmar Mobile Phones & Tech Review,yezxjt1W9UE,ဒီနှစ်မှာ realme ရဲ့ No. Series ကအများကြီးပြောင်းလဲလာတာပဲ,16768,593,30,9:08,548,2023-08-21,13:30,Monday
@MyTechMyanmar,MyTech Myanmar,bHr7Z4oUNa8,200MP  ကင်မရာအကြောင်း နာမည်ကြီးနေတဲ့ realme 11 Pro+ ကို စမ်းသပ်ကြည့်ခြင်း,9117,308,6,4:10,250,2023-08-21,13:30,Monday
@zestvlog,ZEST,qjmQS7O3rcE,Note 12r Global Rom နဲ့ Gaming Test,22627,486,88,15:03,903,2023-08-21,10:51,Monday
@technity17,Technity,uULFEaW1kBI,How to protect your privacy!,3932,277,5,5:27,327,2023-08-21,12:30,Monday
@MMTR,Myanmar Mobile Phones & Tech Review,1nHhdJJuG3U,Redmi Note 12R ဝယ်မယ်ဆို ဘယ်အချက်တွေသတိထားရမလဲ ?,111424,2203,124,8:22,502,2023-08-20,10:51,Sunday
@zestvlog,ZEST,mL8ThD-9hFg,6000mAh Battery နဲ့ Entray Smartphone သစ် Infinix Hot 30 Play Unboxing Video,12202,380,40,14:22,862,2023-08-20,10:51,Sunday
@technity17,Technity,dV5RV8JRVMc,Redmi Era is Back!!!,15100,588,19,8:01,481,2023-08-20,01:30,Sunday
@MMTR,Myanmar Mobile Phones & Tech Review,evkgj-pU0wM,"ဟိုဘက် ရပ်ကွက်မှာ ကြမ်းနေတယ်ဆိုတဲ့ Mix Fold 3 , K60 Ultra နဲ့ Xiaomi Pad 6Max အကုန်ပါကင်ဖောက်ပြစ်ကွာ",65298,2066,129,25:13,1513,2023-08-19,12:38,Saturday
@zestvlog,ZEST,QPwhVSs3RSs,အခုချိန် ၁၀ သိန်းနဲ့ရသေးရင် အဝယ်သင့်ဆုံးဖုန်း Honor 90 Unboxing Video,16913,532,66,17:45,1065,2023-08-19,09:54,Saturday
@technity17,Technity,t-7h2gQ78FI,Xiaomi Launch Event Recap #shorts #xiaomi #redmi #launch #redmik60ultra #technity,470,46,0,1:00,60,2023-08-19,13:30,Saturday
@MyTechMyanmar,MyTech Myanmar,e2zM7OUjWyI,ဖုန်းတစ်လုံးကို စနစ်တကျ သန့်ရှင်းရေးလုပ်နည်း,9828,473,14,1:49,109,2023-08-18,11:30,Friday
@zestvlog,ZEST,Ptn4c0boYM0,All Round ပြည့်စုံလာတဲ့ OPPO ရဲ့ A series အသစ် A78 Unboxing Video,7433,260,43,17:07,1027,2023-08-18,10:00,Friday
@technity17,Technity,38EaLFJsIPM,How to solve the green screen error on iPhone #shorts #iphone #greenscreen #error #technity,612,59,0,0:56,56,2023-08-18,13:30,Friday
@T4U2MM,T4U2,vvHScGWRmDc,iPhone 15 Series အကြောင်း သင်မသိသေးတဲ့ သတင်းတွေ...,28119,1050,52,8:02,482,2023-08-18,12:30,Friday
@TBHLabsMyanmar,TBH Labs,7geukmfGKuc,xiaomi တို့က လုပ်ချပလိုက်ပြန်ပြီ,191808,6152,192,10:49,649,2023-08-17,01:44,Thursday
@MMTR,Myanmar Mobile Phones & Tech Review,8O_SIh9ThTA,2 In 1 Laptop တွေထဲမှာ ZenBook 14 Flip OLED ကရွေးဖို့အကောင်းဆုံးဖြစ်မလား ?,3303,123,4,6:28,388,2023-08-17,02:30,Thursday
@MyTechMyanmar,MyTech Myanmar,pMGWGaRNjH4,OPPO A78 က ဘယ်လို User တွေအတွက်လဲ,26853,713,36,7:46,466,2023-08-17,11:30,Thursday
@zestvlog,ZEST,v7Nvw31wOoQ,Live Chat With ZEST,1640,103,8,63:18,3798,2023-08-17,02:42,Thursday
@technity17,Technity,9z8tAnWSYdc,Business Laptop but beast: MSI Summit E16 Flip,2694,113,3,8:18,498,2023-08-17,11:30,Thursday
@MMTR,Myanmar Mobile Phones & Tech Review,86SXxa6dioM,အမည်းရောင် ပဟေဠိ ပုံးထဲက OPPO ရဲ့ ဖုန်း  ?,4277,178,17,10:01,601,2023-08-16,12:30,Wednesday
@technity17,Technity,rUzHd8zX1-A,Xiaomi Launch Event Recap,4715,288,7,6:17,377,2023-08-16,12:30,Wednesday
@T4U2MM,T4U2,k_XogOzfSjI,OPPO ရဲ့ အမဲရောင်ဘူးထဲမှာ ပါလာတဲ့ ဖုန်းအသစ်တစ်လုံးကို အတူတူ Unboxing လုပ်ကြည့်ရအောင်,8898,396,14,14:26,866,2023-08-16,12:30,Wednesday
@TBHLabsMyanmar,TBH Labs,ZT6Lc8dZivk,အားသွင်းမြန်ပြီး အားခံမှကြိုက်တယ်ဆိုတဲ့သူတွေအတွက်,39980,1682,52,8:06,486,2023-08-15,12:30,Tuesday
@MMTR,Myanmar Mobile Phones & Tech Review,rBl3ZPd85S4,တော်တော်များများမေးနေကြတဲ့ realme 11 Pro+,31215,989,52,9:57,597,2023-08-15,08:06,Tuesday
@MyTechMyanmar,MyTech Myanmar,dbOraEyYz3k,realme 11 Pro+ 5G unboxing,2495,100,3,1:34,94,2023-08-15,12:06,Tuesday
@technity17,Technity,o6AopJGe5ho,ASUS ROG STRIX G15 SHORT IMPRESSION #shorts #asus #rog #rogstrix #g15 #technity,421,19,1,0:59,59,2023-08-15,13:30,Tuesday
@technity17,Technity,jqHGveAabJY,How to solve the green screen error on iPhone,6190,205,5,3:15,195,2023-08-15,12:30,Tuesday
@TBHLabsMyanmar,TBH Labs,QvthjtQlXno,မြင်းကိုဂျိုတပ်ပေးလိုက်တဲ့ ASUS,22865,786,23,6:50,410,2023-08-14,13:30,Monday
@MyTechMyanmar,MyTech Myanmar,bwlxZWSDM3M,Samsung S23 Ultra vs iPhone 14 Pro Max ဘာပိုကောင်းလဲ (Q&A - 131),11011,448,44,6:17,377,2023-08-14,11:30,Monday
@MMTR,Myanmar Mobile Phones & Tech Review,9EBd07pJub0,ROG ALLy မဝယ်ခင် ဒါကိုအရင်ကြည့် !,12942,369,30,15:45,945,2023-08-13,12:33,Sunday
@MyTechMyanmar,MyTech Myanmar,sgQWZCcdSvQ,iPhone 14 Pro Max နဲ့  iPhone 15 Series ကြား ရွေးရခက်တော့မလား,22797,594,30,5:21,321,2023-08-13,11:30,Sunday
@zestvlog,ZEST,AlJ1LOpLINI,Civi3 Camera နဲ့ ရိုက်မိခဲ့တဲ့ ပုံရိပ်များ,14954,350,33,5:56,356,2023-08-13,11:38,Sunday
@technity17,Technity,Bx7eMQ6TeB0,Budget King is back: Redmi Note 12R Short Impression #shorts #redmi #redminote12r #technity,1860,122,1,0:59,59,2023-08-13,13:30,Sunday
@TBHLabsMyanmar,TBH Labs,EVoBIuj1iOc,အားသွင်း အသမုန်းမြန်တဲ့ Power bank တစ်လုံးအတွက် ကျောက်ကပ်ရောင်းစရာမလိုတော့ဘူး,140673,4145,128,15:28,928,2023-08-12,12:30,Saturday
@zestvlog,ZEST,ApkjrcUEU0k,#galaxyzflip5 #jointheflipside,2639,179,2,0:27,27,2023-08-12,12:30,Saturday
@zestvlog,ZEST,abKzX188hHY,Live Chat With ZEST,1273,78,9,63:14,3794,2023-08-12,03:42,Saturday
@technity17,Technity,AHuqzGwKcNY,5 Smart Phones U Should Buy #shorts #5phones #thismonth #recommendations #technity,1262,128,2,0:59,59,2023-08-12,13:30,Saturday
@MyTechMyanmar,MyTech Myanmar,BMciaCvXLK8,Xiaomi Pad5 Pro နဲ့ Pad6 ဘာတွေကွာလဲ,26558,699,52,7:23,443,2023-08-11,11:30,Friday
@technity17,Technity,wh1CNJrVayg,Budget King is back: Redmi Note 12R First Impression,39462,999,44,5:05,305,2023-08-11,04:50,Friday
@T4U2MM,T4U2,oSZ2U31kSLc,Honor Magic 5 Pro ကိုင်ထားပြီး ဒီ Tips တွေမသိသေးရင် ခေတ်နောက်ကျနေပြီနော်,8079,407,19,4:00,240,2023-08-11,12:30,Friday
@TBHLabsMyanmar,TBH Labs,fdIaqyB6EF4,Samsung Z Fold 5 လား Z Flip 5 လား?,12301,611,5,0:59,59,2023-08-10,04:40,Thursday
@MMTR,Myanmar Mobile Phones & Tech Review,VQkhylo6Vag,"100W ထိထွက်တဲ့ Power Bank , 120W Adapter နဲ့ OPPO ရဲ့ K11x တို့ကို ပါကင်ဖောက်ပြမယ်",13492,441,24,13:25,805,2023-08-10,11:30,Thursday
@zestvlog,ZEST,zIrdKs1PpuU,Note 12R Global Rom ပြောင်းသုံးရင် အဆင်ပြေပြီလား...,44416,1338,216,15:22,922,2023-08-10,10:05,Thursday
@technity17,Technity,JItVin248AI,ASUS ROG STRIX G15 FIRST IMPRESSION,4320,117,7,4:54,294,2023-08-10,00:30,Thursday
@zestvlog,ZEST,W0Jo-ONnifo,Dimensity 6020 နဲ့ Honor 90 Lite 5G Unboixng Video,9302,359,39,14:26,866,2023-08-09,10:38,Wednesday
@technity17,Technity,iFLZjVFfLzw,Join The Flip Side #shorts #samsung #zflip5 #zfold5 #preorder #jointheflipside,470,50,0,0:58,58,2023-08-08,11:30,Tuesday
@MMTR,Myanmar Mobile Phones & Tech Review,E-QW-rdjjJk,MSI ရဲ့ Brand New Design နဲ့ ဂျပန်ကြီး,1855,60,9,6:28,388,2023-08-07,02:30,Monday
@MyTechMyanmar,MyTech Myanmar,0IW7x8Q4QA8,ဂိမ်းဆော့ဖို့ ဖုန်းရွေးနေတဲ့ Bro တို့မေးထားတာတွေအတွက် ဖြေပေးထားပါတယ်  (Q&A - 130),22552,955,153,6:39,399,2023-08-07,11:30,Monday
@technity17,Technity,paXRW1F_3nw,Honor 90 5G & 90 Lite 5G First Impression,12648,448,20,9:28,568,2023-08-07,13:30,Monday
@TBHLabsMyanmar,TBH Labs,Ktht8PpHqDU,Honor 90 နဲ့ 90 Lite က တန်လား?,65590,2074,99,10:30,630,2023-08-06,13:30,Sunday
@MMTR,Myanmar Mobile Phones & Tech Review,GBbRAyXk_3U,ကဲမေးနေကြတဲ့ Honor 90  အကြောင်းလာပြီဗျာ .  .  .,34945,935,46,7:29,449,2023-08-06,02:30,Sunday
@MyTechMyanmar,MyTech Myanmar,JHEmOlLY9eg,Honor 90 Series က ဘာတွေကြမ်းနေတာလဲ,13306,461,41,8:52,532,2023-08-06,11:30,Sunday
@T4U2MM,T4U2,WaGqDQj5PLw,Honor 90: 10 သိန်းဝန်းကျင်မှာ အတန်ဆုံးဖုန်း ??,43442,1467,122,12:37,757,2023-08-06,12:30,Sunday
@T4U2MM,T4U2,d6kWZ2-JAyo,Mid-range ထဲမှာ ဒီ Honor ဖုန်းက ရွေးလိုကောင်းတဲ့ ဖုန်းတစ်လုံးဖြစ်လာမှာလား ?,8519,368,14,7:50,470,2023-08-06,05:39,Sunday
@TBHLabsMyanmar,TBH Labs,o0Sod0kOJNs,လေထက်ပေါ့ပြီး oled display ပါတဲ့ Laptop?,36582,1173,50,8:11,491,2023-08-05,13:30,Saturday
@MMTR,Myanmar Mobile Phones & Tech Review,YxL8hklQEOs,အသစ်ထွက်လာတဲ့ Honor 90 Lite အကြောင်းပြောကြမယ်,14179,402,36,5:18,318,2023-08-05,01:30,Saturday
@zestvlog,ZEST,42gOcrmbcxo,Snapdragon 4 Gen 2 ပါဝင်လာတဲ့ Note 12R ရဲ့ Performance တကယ်ကောင်းသလား ?,36544,1059,165,23:50,1430,2023-08-05,06:04,Saturday
@zestvlog,ZEST,enLa39pPsa0,Live Chat With ZEST,1278,99,6,74:46,4486,2023-08-05,03:54,Saturday
@MyTechMyanmar,MyTech Myanmar,U39poSHqiGE,"ဝယ်သင့်လားလို့ လာမေးရင် ""ဝယ်သင့်တယ်"" လို့ပဲ ပြောရမဲ့  Pad6",70717,1703,111,8:19,499,2023-08-04,11:30,Friday
@MMTR,Myanmar Mobile Phones & Tech Review,bmqhu005BXM,Creator တွေအတွက် အကောင်းဆုံး Window  Laptop - ProArt StudioBook  2023,4236,142,6,6:58,418,2023-08-03,01:30,Thursday
@T4U2MM,T4U2,xW5cTXOJg14,ခေါက်ပြီးထပ်ထားတဲ့ Battery တွေ က အနာဂတ်တခုဖြစ်လာမှာလား ? 🤔👇,3901,266,9,6:42,402,2023-08-03,12:30,Thursday
@TBHLabsMyanmar,TBH Labs,iJjZAeZKDSM,ROG Ally ဆိုတာဘာကြီးတွေ ဘာတွေမိုက်ပြီး ဘာတွေမမိုက်ဘူးလဲ?,77639,2428,99,15:22,922,2023-08-02,12:47,Wednesday
@MyTechMyanmar,MyTech Myanmar,g7JfQUAC6Z0,Civi3  နဲ့  Civi2  ဘာဝယ်ရမလဲ သိချင်ရင် ဒီဗီဒီယိုလေး ကြည့်ပါ,62184,1195,39,7:03,423,2023-08-02,11:57,Wednesday
@zestvlog,ZEST,dTjo9fAe8CI,ဈေးအတန်ဆုံး P2P အကောင်းဆုံးဖြစ်လာနိုင်တဲ့ 5G ဖုန်း Redmi Note 12R Unboxing Video,86811,2260,212,20:52,1252,2023-08-02,10:13,Wednesday
@technity17,Technity,Rv4pdI1SNiA,HP 15 First Impression,5331,157,9,5:02,302,2023-08-02,11:30,Wednesday
@MMTR,Myanmar Mobile Phones & Tech Review,Fr9WB5yWWAI,Review မလုပ်ဖြစ်တာကြာတဲ့ Sony ရဲ့ Bluetooth Speaker တွေဖက်လှည့်ရအောင် !,5039,181,17,7:03,423,2023-08-01,11:39,Tuesday
@zestvlog,ZEST,b15wq8chOcM,Tecno Pova 5 နဲ့ Infinix Note 30 ဘာကိုရွေးမလဲ..,49066,1364,100,15:24,924,2023-08-01,10:08,Tuesday
@T4U2MM,T4U2,0o9Xs7JlzmE,ဒီကို Official မဝင်ဘူးဆိုပေမယ့် လျှော့တွက်လို့မရတဲ့ Camera ဖုန်း,21938,762,32,13:55,835,2023-08-01,06:30,Tuesday
@MMTR,Myanmar Mobile Phones & Tech Review,zhcXg-Q_2kU,ဒီနှစ်ထွက်ထားသမျှ Flagship ဖုန်းတွေထဲမှာ Underrated အဖြစ်ဆုံးဖုန်း !,17143,518,31,9:09,549,2023-07-31,11:40,Monday
@MyTechMyanmar,MyTech Myanmar,uQlbnMbAMps,MYTECH Q&A Part 129,14126,742,81,7:10,430,2023-07-31,12:19,Monday
@zestvlog,ZEST,TXJcFYvCBEQ,Tecno Pova 5 System Update လုပ်ပြီပြီးလား?,6171,347,17,0:58,58,2023-07-31,09:24,Monday
@zestvlog,ZEST,d1br_HKmY04,Live Chat With ZEST,1195,98,6,69:29,4169,2023-07-31,04:16,Monday
@TBHLabsMyanmar,TBH Labs,GCqTFBX2Lp0,Mi Band တွေမကြိုက်တဲ့သူတွေအတွက် ဒီ​ smart watch ကအဖြေဖြစ်နိုင်မလား?,50628,1407,51,6:59,419,2023-07-30,14:00,Sunday
@MMTR,Myanmar Mobile Phones & Tech Review,1ZkLyu4O7SM,Asus vivobook16 - Price to Performance နောက်ကွယ် !,6064,185,12,7:06,426,2023-07-30,11:09,Sunday
@MyTechMyanmar,MyTech Myanmar,oWg0U_b5Zbk,Huawei ရဲ့ Mobile Photography  ပြပွဲကြီးက ပုံရိပ်တချို့ကို ပြန်လည်မျှဝေလိုက်ပါတယ်,649,32,4,1:10,70,2023-07-30,11:07,Sunday
@TBHLabsMyanmar,TBH Labs,IdpKoVlC3Lk,မီးပျက်လို့ desktop မဆင်ချင်ရင် ဒါဝယ်…,22414,869,41,9:13,553,2023-07-29,14:30,Saturday
@MyTechMyanmar,MyTech Myanmar,s5JZUN5QsUM,Samsung Galaxy Tab S9 Series နဲ့ Galaxy Watch6 Series သစ်တွေကို ခနတာလေ့လာခြင်း,3392,116,8,3:21,201,2023-07-29,11:30,Saturday
@technity17,Technity,ekB5BvXTGrE,This is yours: Xiaomi Pad 6 Pro,43736,1056,61,9:39,579,2023-07-29,11:30,Saturday
@T4U2MM,T4U2,j-qxQW2FxGQ,AMOLED Display တွေရဲ့ အားနည်းချက်ကို Honor Magic 5 Pro မှာ ဘယ်လိုဖြေရှင်းထားလဲ ?,15063,654,42,6:47,407,2023-07-29,04:45,Saturday
@TBHLabsMyanmar,TBH Labs,Wrmd_hfFKcQ,Tecno Pova 5 : လူ့အလိုနတ်မလိုက်နိုင်,183894,5720,345,7:07,427,2023-07-28,14:30,Friday
@MyTechMyanmar,MyTech Myanmar,u8ZiVBIwvz4,Samsung Galaxy Z Flip5 ရဲ့ အဓိက တိုးတက်ပြောင်းလဲမှုတွေက ဘာတွေလဲ,3637,142,4,3:58,238,2023-07-28,11:30,Friday
@TBHLabsMyanmar,TBH Labs,Yh9Xs89iG14,ခေါက်ဖုန်းအသစ်တွေ ကြေငြာတဲ့ Samsung Unpacked ကို ဘန်ကောက်မှာကြည့်တဲ့အခါ...,53498,2179,59,11:14,674,2023-07-27,08:30,Thursday
@MMTR,Myanmar Mobile Phones & Tech Review,Grk8gcR3hnY,စမ်းဖူးသမျှ Gaming  Laptop တွေထဲမှာ အကြမ်းဆုံးနဲ့ဈေးအကြီးဆုံး Laptop !,1641,61,10,9:00,540,2023-07-27,11:38,Thursday
@MyTechMyanmar,MyTech Myanmar,5TXiP2VxjdU,Samsung Galaxy Z Fold5  က မျှော်လင့်ထားတာနဲ့ တစ်ထပ်တည်းကျလားဆိုတာ ကြည့်လိုက်ကြရအောင်,3522,177,4,5:08,308,2023-07-27,10:30,Thursday
@zestvlog,ZEST,W6d7HTn8jtk,Samsung ရဲ့ Design ပိုင်း Perfect  အဖြစ်ဆုံး Flip Phone Z Flip 5 Unboxing,4952,265,22,15:23,923,2023-07-27,12:51,Thursday
@MMTR,Myanmar Mobile Phones & Tech Review,IA8vXOnOolw,Galaxy Z Flip 5 Unboxing,4071,217,0,1:00,60,2023-07-26,16:52,Wednesday
@MMTR,Myanmar Mobile Phones & Tech Review,ZPdCrDl9JRo,အခုပဲ မိတ်ဆက်ပေးသွားတဲ့ Z Fold 5 နဲ့ Z Flip 5 ကဘာတွေထူးခြားလာလဲ ?,7293,270,10,10:23,623,2023-07-26,13:41,Wednesday
@MyTechMyanmar,MyTech Myanmar,BSva3-caWoY,Civi3 ဝယ်မယ်ဆို ဒီ Review ကိုကြည့်ပါ,106122,2092,78,12:04,724,2023-07-26,12:01,Wednesday
@technity17,Technity,CBWemo8-o4k,Samsung Galaxy Z flip 5 and Z fold 5 First Impression,11247,441,13,6:29,389,2023-07-26,12:02,Wednesday
@technity17,Technity,VcTxL2xiekU,Galaxy Z Flip 4 long term review,6414,247,15,12:23,743,2023-07-25,04:30,Tuesday
@MMTR,Myanmar Mobile Phones & Tech Review,Zc5RyzjsbbY,မမလက်ထက် ပိုကိုင်လို့ကောင်းတဲ့ဖုန်း !,16050,530,14,10:26,626,2023-07-24,01:30,Monday
@zestvlog,ZEST,jp3JNUSPiiI,Redmi Note 12T Pro ရဲ့  Gaming Performance Test,28478,853,122,28:10,1690,2023-07-24,09:30,Monday
@T4U2MM,T4U2,RdAz5R59kQE,Nothing Phone 2: လိုအပ်ချက်တွေ ရှိနေသေးတယ်လို့ ပြောရင် စိတ်မဆိုးနဲ့,24141,808,40,10:34,634,2023-07-24,12:30,Monday
@MyTechMyanmar,MyTech Myanmar,NBSwt8f_B8M,Huawei nova 11 ရဲ့ First impression က ဘယ်လိုရှိလဲဆိုတာ ပြောပြပေးထားပါတယ်,7482,237,14,4:34,274,2023-07-23,11:30,Sunday
@TBHLabsMyanmar,TBH Labs,CZRG5f7-c6U,ကမ္ဘာ့အကြမ်းဆုံး Gaming Tablet,39095,1338,40,11:40,700,2023-07-22,12:30,Saturday
@MMTR,Myanmar Mobile Phones & Tech Review,EUfSB0AH6lc,သိန်း (  ၂၀ ) လောက်သုံးမယ်ဆို ထည့်ကိုစဉ်းစားရမဲ့ဖုန်း,7624,292,15,10:59,659,2023-07-22,01:30,Saturday
@zestvlog,ZEST,bZkPi9d7pNk,Ram နဲ့ Rom များမှ ဖုန်းတွေက အကောင်းဆုံးဖြစ်တာလား...,13095,866,90,26:38,1598,2023-07-22,23:30,Saturday
@technity17,Technity,3Iw06VV_Sr4,Better than Xiaomi 13 ultra at some points: Civi 3 short impression #shorts #xiaomicivi3 #technity,7104,210,2,1:00,60,2023-07-22,13:30,Saturday
@technity17,Technity,u892VWrdZ3k,Beautiful But …..: MSI Modern 14 review,9346,231,6,8:05,485,2023-07-22,00:30,Saturday
@TBHLabsMyanmar,TBH Labs,kYtzI4bTRz0,"ဒီတစ်ခေါက် ဘယ်လို ""ခေါက်"" မလဲ?",9458,552,3,0:50,50,2023-07-21,06:26,Friday
@MyTechMyanmar,MyTech Myanmar,M1pwNhWd4sM,ကိုယ့်အကြောင်း လူတွေဘယ်လိုပြောနေကြလဲဆိုတာ ပြန်နားထောင်သင့်လား,927,54,3,6:15,375,2023-07-21,11:30,Friday
@zestvlog,ZEST,n9ig6lShndE,"Tecno, Infinix, Itel ဖုန်းတွေကို ဘယ်ကထုတ်တာလဲ....",15443,848,46,6:06,366,2023-07-21,12:13,Friday
@technity17,Technity,ZEwLBZUHaCM,Best Gaming at 20 lakhs?: ASUS TUF 15 #shorts #asus #asustufgamingf15 #laptop #technity,431,36,0,1:00,60,2023-07-21,13:30,Friday
@zestvlog,ZEST,uPSQ3WvEtng,Live Chat With ZEST,1274,76,8,66:19,3979,2023-07-20,02:09,Thursday
@technity17,Technity,lbUVQswbuXA,Xiaomi Pad 6 pro Short Impression #shorts #xiaomi #xiaomipad #pad6pro #ipad #technity,2317,134,6,1:00,60,2023-07-20,13:30,Thursday
@T4U2MM,T4U2,R6A4lHxWjr8,Oppo ကထုတ်တာပဲ ဒါပေမယ့် အချဉ်မဟုတ်ဘူး 🤓,20927,848,73,9:57,597,2023-07-20,12:30,Thursday
