video_id,title,view_count,like_count,comment_count,duration,duration_seconds,upload_date,upload_hour,day_of_week,category
yixMulWS8wY,Infinix ZERO 40 4G: First Impression,30096,1346,122,7:25,445,2024-09-08,12:30,Sunday,uncategorized
gRzEPVfqu8I,ဂျင်းထည့်မခံရဖို့ ခင်ဗျားမှာတာဝန်ရှိတယ်,101304,6618,303,12:33,753,2024-09-04,13:30,Wednesday,Knowledge
wxADZualsxQ,ကျွန်​တော်​တော့ လိုင်း​ပြောင်းပြီ,198672,6064,460,20:04,1204,2024-09-01,13:01,Sunday,First Impressions
0hVr-G8pfB8,OPPO AI ရဲ့ AI Studio ဆိုတာ ဘယ်လိုမျိုးလဲ?? #OPPOReno12 #YourFirstAIPhone,6165,315,5,1:00,60,2024-08-31,13:05,Saturday,uncategorized
5SFRxkM3c9A,"သူများနဲ့မတူတဲ့ HUAWEI ရဲ့ MatePad 11.5""S",83149,2234,142,15:21,921,2024-08-30,12:30,Friday,Showcases
HUrv9GhIVy0,OPPO Reno12 : First Impression,53919,2238,118,12:26,746,2024-08-29,13:30,Thursday,Showcases
09TG9bACa4o,"Honor 200, 200 Lite Showcase",31041,1326,43,10:03,603,2024-08-28,13:30,Wednesday,Showcases
D2EH67W3jig,လက်၂ချောင်း စိုက်ပျိုးရေးဂိမ်း ဆော့ကြည့်ကြမယ်,38164,1228,51,135:07,8107,2024-08-24,16:56,Saturday,uncategorized
IcGYwX3Knb0,အားလုံး AI အော်နေတဲ့ခေတ်မှာ OPPO ကရောဘာပြောလဲ?,46333,1951,101,15:03,903,2024-08-24,12:30,Saturday,Knowledge
PAZBCRcZ-no,မြန်မာ‌‌ Font ရပြီး ဈေးမကြီးတဲ့ Watch လိုချင်ရင် Huawei Watch fit 3 က အဆင်ပြေမလား?,56560,1724,129,10:52,652,2024-08-17,08:00,Saturday,Showcases
eFx99S8zb5Y,Gadget Max ရဲ့ TWS ပေါင်းစုံကို စမ်းကြည့်တဲ့အခါ,35451,1210,61,14:26,866,2024-08-14,12:30,Wednesday,Showcases
anMqUDQHzMs,Power bank ဝယ်ရင် 10000 mAh ဘယ်လောက်လဲ မေးဝယ်နေတုန်းလား?,61401,2695,105,11:00,660,2024-08-10,12:30,Saturday,Knowledge
eXYqa9L2Iy0,စုစုပေါင်း သိန်း ၄၀၀ ကျော်ဖိုး Laptop ၂လုံးကို ယှဉ်ကြည့်တဲ့အခါ...,39877,1206,57,11:38,698,2024-08-09,12:30,Friday,First Impressions
VRbmkqPacQI,nubia Neo 2 5G : လိုနေတာ တစ်ခုလေးပဲ,75455,2869,177,10:14,614,2024-08-02,13:30,Friday,First Impressions
BsmPWSv0XQs,Honor Of Kings ကို မြန်မာလိုကြီးတီး ကြည့်ကြမယ်,114864,5163,536,7:48,468,2024-08-01,12:30,Thursday,Showcases
84_GAh7_COg,၁ သိန်းတောင်မကျတဲ့ဈေးမှာ V.Jun TWS တွေက တကယ်အလုပ်ဖြစ်ပါ့မလား?,39789,1566,77,8:25,505,2024-07-28,14:50,Sunday,Showcases
FNdcZ49XW-0,Gaming Laptop ဝယ်တော့မယ်ဆိုရင် ဒီ Live ကိုကြည့်,23662,777,5,192:00,11520,2024-07-20,15:58,Saturday,uncategorized
V5CUsBCHqT0,အပြားကြီးပေမယ့် ဈေးအရမ်းမကြီးတဲ့ Tablet,82830,2548,166,7:06,426,2024-07-17,12:30,Wednesday,Showcases
fS0RYkm06ro,Cover လှလှလေးတွေကြိုက်တဲ့သူတွေအတွက် V.Jun ရဲ့ IMD case,12262,615,51,4:47,287,2024-07-13,13:30,Saturday,Showcases
H36n4V89N4o,Teno Pova 6 Pro : First Impression,56071,2229,126,10:51,651,2024-07-12,12:30,Friday,Showcases
S6cNQNpHYBU,Galaxy Unpacked : Live Reaction,20401,824,14,83:05,4985,2024-07-10,14:31,Wednesday,uncategorized
JUeX0fyBbyk,ကျွန်တော် ဖုန်းဂိမ်းတွေ ဆော့ကြည့်လိုက်မိတယ် 🥲,220801,7489,702,16:42,1002,2024-07-08,12:30,Monday,Knowledge
5rVH1jz_UjA,Infinix Note 40S First Impression,69384,2784,233,9:14,554,2024-07-07,12:30,Sunday,Showcases
DX5ZPsc0syc,Honor H200 Pro : ထူးထူးခြားခြား premium mid range ဖုန်း,63386,2452,160,9:00,540,2024-07-02,12:30,Tuesday,First Impressions
xtzCRCr9VyM,၈ သိန်းဝန်းကျင်မှာ ကင်မရာ အဆင်ပြေတဲ့ ဖုန်းရှာနေတယ်ဆိုရင်...,45681,1478,113,10:50,650,2024-06-26,12:30,Wednesday,Review
0YDZCtFjjKs,ဖုန်းထဲကကျောင်း,21264,1323,57,7:16,436,2024-06-24,12:30,Monday,Knowledge
3t883448GcA,စမ်းဖူးသမျှထဲမှာ အလုပ်အဖြစ်ဆုံး screen ၂ခုပါတဲ့ laptop,23589,928,48,12:50,770,2024-06-20,12:30,Thursday,Review
Snev76SMTis,Infinix GT 20Pro : ၁၃ သိန်းတန် Gaming Phone Review,114334,4189,342,11:38,698,2024-06-13,12:30,Thursday,Review
4FLMrCEU5ck,iPhone တွေ နောက်ပိုင်းကြမ်းမည်,78201,3664,194,14:49,889,2024-06-11,13:30,Tuesday,Knowledge
JgNDtDJTDBM,Laptop တစ်လုံးဝယ်တော့မယ်ဆို ဒီ Video ကိုကြည့်,188941,6385,181,14:55,895,2024-06-09,12:30,Sunday,Knowledge
2QS6l2bzppU,iPhone အသစ်ဝယ်ဖို့စဥ်းစားနေရင် ဒါကိုကြည့်,44929,1994,146,6:05,365,2024-06-08,13:30,Saturday,Knowledge
r_AHOmiP06E,Tecno Camon 30 : Showcase,50072,1799,82,5:52,352,2024-06-07,13:30,Friday,Showcases
qVCL9iT1buU,Infinix GT 20Pro : Unboxing,61996,2702,142,12:21,741,2024-06-07,03:30,Friday,Unboxing
TiVzzpRVWkM,vivo Y100 ကို နာရီ ၁၀၀ စမ်းကြည့်တဲ့အခါ,40860,1586,79,6:56,416,2024-06-06,12:30,Thursday,Showcases
tXmYq_rEyYc,LG ရဲ့ Entry Level 4K  TV တစ်လုံးမှာ ဘာတွေရမလဲ?,37585,1285,42,13:31,811,2024-06-05,12:30,Wednesday,Showcases
Q61pNtlipio,G16 ကိုကောင်းတယ်ဆိုပြီး ဝယ်လိုက်တဲ့လူတွေ လစ်ပြီလား? :3#AlwaysIncredible #Computex2024,10126,372,16,1:11,71,2024-06-03,14:00,Monday,uncategorized
DQOkdgdFMBQ,vivobook နဲ့ မတူတော့တဲ့ vivobook တွေ #AlwaysIncredible #Computex2024,37887,1399,12,0:31,31,2024-06-03,13:00,Monday,uncategorized
Np9EGMs-rLM,Premium ပိုဆန်လာတဲ့ ROG TUF series တွေ #AlwaysIncredible #Computex2024,28062,1204,15,1:00,60,2024-06-03,12:00,Monday,uncategorized
XP8GrboMthI,recall က မိုက်လဲမိုက်သလိုကြောက်ဖို့လဲကောင်းတယ်#AlwaysIncredible #Computex2024,20456,1047,22,0:55,55,2024-06-03,11:00,Monday,uncategorized
Udsi9ibAZBU,ASUS ProArt P16 : First Look,6031,272,10,1:17,77,2024-06-03,10:00,Monday,uncategorized
H70_X5p2DaA,ROG Ally X : First Look,9463,526,13,2:41,161,2024-06-03,08:01,Monday,uncategorized
3mbH1HKiLF4,ကျွန်တော်တို့လောလောဆယ် သဘောအကျဆုံး Thin and Light Laptop,34579,1150,49,9:31,571,2024-06-02,12:30,Sunday,Showcases
rDkntNzQ2Uk,OPPO A60: First impression,24837,997,86,9:40,580,2024-05-29,12:30,Wednesday,Showcases
2m_d44AoC5c,Redmi Turbo 3 : Unboxing & First Impression,155374,4903,248,9:43,583,2024-05-27,12:30,Monday,Unboxing
nCu-inJyjT8,Gaming ဦးစားပေးထားတယ်ဆိုတဲ့ Itel RS4 က ဘယ်လိုနေလဲ?,36430,1776,109,8:58,538,2024-05-25,12:30,Saturday,uncategorized
1_dUoepf0BI,အကြောတင်းတဲ့ ဒူးရင်းကို OPPO A60 နဲ့ဆုံးမမယ် #OPPOA60 #TryMeDurianTest,13020,589,12,1:00,60,2024-05-25,10:00,Saturday,uncategorized
rdq-zxEEYrk,ကင်မရာကြမ်း Display ကြမ်း အကုန်ကြမ်းတဲ့ Honor Magic 6 Pro,164702,5394,203,17:11,1031,2024-05-25,01:30,Saturday,uncategorized
2k5Emo4V8Tw,Zenbook S13 OLED 2024 : ကောင်းပေမယ့် ဒီနှစ် မဝယ်သင့်တဲ့ laptop လား?,25859,960,44,9:34,574,2024-05-24,13:30,Friday,Review
fJJqKHfBC1U,ဖုန်းကျကွဲရင် အလကားပြင်ပေးမယ့် service,23596,1516,119,10:58,658,2024-05-20,12:30,Monday,Knowledge
BK5eVtZ6QY4,Samsung Galaxy A35 နဲ့ A55 5G ကဘာတွေပိုကောင်းလာလဲ?,75861,2773,161,8:23,503,2024-05-07,12:30,Tuesday,Showcases
5qOq1CB_u1Y,ဖုန်းပါတဲ့ Camera လား Camera ပါတဲ့ဖုန်းလား?,93048,3360,154,10:14,614,2024-05-06,12:30,Monday,First Impressions
AfLnK_H2xeE,ကျွန်တော်လောလောဆယ်အကြိုက်ဆုံး Xiaomi ဖုန်း,234557,5572,231,14:28,868,2024-05-05,12:30,Sunday,Review
-uetCQy9Q4s,ပေးရသလောက်ဈေးအတိုင်း တကယ်ကြမ်းတဲ့ သိန်း ၁၀၀ တန် Laptop?,19827,851,39,8:17,497,2024-04-30,12:30,Tuesday,Showcases
VivuoXVyeBE,ROG Zephyrus G16 : ဝယ်မိလို့ နောင်တရစရာမရှိတဲ့ Multipurpose Laptop,56972,2022,84,13:08,788,2024-04-28,07:47,Sunday,Review
VnvTFRqtSNo,TBH Labs Facebook Hack ခံရတဲဲ့အကြောင်း ဖြစ်ပုံအစအဆုံး,141978,8245,489,14:16,856,2024-04-20,09:51,Saturday,Knowledge
5SA8k_08TQo,TBH Labs Facebook Hack ခံထားရပါတယ်,122240,8025,754,7:03,423,2024-04-14,09:03,Sunday,Announcement
hNhIJZOHZ_0,Infinix Note 40 Series : Full Review,144823,4252,347,10:40,640,2024-04-09,13:01,Tuesday,Review
yzieRh3hJNw,Apple မလုပ်နိုင်တာကိုလုပ်ပြသွားတဲ့ Xiaomi?!,99073,4880,209,14:50,890,2024-04-08,15:30,Monday,Knowledge
ZTjk32_WASU,Desktop ဆင်မရတဲ့သူတွေအတွက် အကောင်းဆုံး Laptop?,14166,634,28,7:16,436,2024-04-06,12:30,Saturday,Showcases
XYiYGTG1rZE,မြန်မာနိုင်ငံမှာပဲရှိတဲ့ တွတ်ပီဖုန်းကာဗာ,38066,2187,95,8:57,537,2024-04-02,14:30,Tuesday,Unboxing
tRrTDZh85kw,ကျွန်တော်သုံးဖူးခဲ့သမျှ ဖုန်းတွေ,138235,5888,365,11:24,684,2024-04-01,14:00,Monday,Knowledge
DtRa9gdGyi8,Mid range အသစ်လား Flagship အဟောင်းလား ?,89476,3339,259,13:19,799,2024-03-31,12:30,Sunday,Knowledge
mf9GQyb9x-0,Itel S24 : Showcase,27684,1167,61,7:19,439,2024-03-30,11:30,Saturday,Showcases
Ig4-_fgwjCw,Apple Vision Pro ကိုမဝယ်နဲ့,69746,3336,151,16:42,1002,2024-03-29,12:30,Friday,Review
5-KY2rkaxD0,အရင်ကထက် အတော်ပိုမိုက်လာတဲ့ Infinix Note 40 series,102225,3362,194,10:04,604,2024-03-28,12:30,Thursday,Showcases
Hi9E99YFss8,PC အသစ်လဲဆင်ချင်တယ် ဈေးလဲသက်သာချင်တယ်ဆိုရင် ဒါကြည့်,40814,1770,57,15:07,907,2024-03-26,12:30,Tuesday,uncategorized
56IuxBXtFS0,ASUS ROG Strix G18 2024 Showcase,10563,436,29,9:28,568,2024-03-25,12:30,Monday,Showcases
hdA6LVSQ7pE,နွေရာသီမှာ ဂိမ်းဆော့မယ့်သူတွေအတွက် V.Jun Cooler တွေအကြောင်းပြောပြမယ်,41029,1988,159,7:25,445,2024-03-21,13:30,Thursday,Showcases
sVVhD-YZQqU,MLBB နဲ့ Collab လုပ်ထားတိုင်း Gaming Phone လို့ခေါ်လို့ရလား?,97193,3645,171,7:21,441,2024-03-18,12:30,Monday,Review
UdIiyZLA_TE,သူများနဲ့မတူဘဲ ဆယ်သိန်းဝန်းကျင်မှာ အမိုက်ဆုံးဖုန်း,135943,4253,189,14:27,867,2024-03-16,14:00,Saturday,Review
X422XpqnOL0,နွေရာသီအတွက်powerbank တွေကြိုကြည့်ထားမယ်,23792,1150,26,6:45,405,2024-03-15,14:30,Friday,Showcases
PZWpsAsJ1pA,OPPO Reno11 က portrait expert ဆိုတာဟုတ်လား?,36538,1504,65,9:27,567,2024-03-14,12:30,Thursday,Review
09b1WC3v_48,မဟားတရားကို ကြမ်းလာတဲ့ Generative AI တွေ,35286,2003,60,12:27,747,2024-03-12,12:30,Tuesday,Knowledge
GqxU4NtW-x8,vivo V30 first impression,46719,2102,102,9:40,580,2024-03-06,12:30,Wednesday,First Impressions
wNUo8h7G86s,Infinix Hot 40 pro : Review,42575,1652,88,6:53,413,2024-03-02,11:30,Saturday,Review
gK6s_38UMqs,ပိုကောင်းလာပေမယ့် လူတိုင်းအတွက်တန်တယ်လို့မခံစားရသေးတဲ့ A15,49932,1859,120,7:25,445,2024-02-28,13:30,Wednesday,Review
lZEpsZczCxs,Galaxy A15 ကို တစ်မိနစ်အတွင်း rating ပေးမယ်,28520,1295,22,0:53,53,2024-02-24,11:28,Saturday,uncategorized
qrcQVkzQGcU,Infinix Hot 40 Pro: First Impression,35932,2331,168,8:41,521,2024-02-22,12:00,Thursday,uncategorized
nnZA6HfHgYI,Apple Vision Pro နဲ့ တခြားကမ္ဘာကိုသွားမယ်,97617,4584,121,15:17,917,2024-02-20,14:00,Tuesday,First Impressions
xGR3wz9g0QM,Naked မှကြိုက်တဲ့ကျွန်တော် Naked မကိုင်တော့ဘူး,39844,2173,95,14:04,844,2024-02-17,12:30,Saturday,Knowledge
Vrj6Vtj6hn8,Tecno Spark 20 Pro : First Impression,81318,2877,145,8:53,533,2024-02-13,12:30,Tuesday,First Impressions
ABFtrJIwClk,ကမ္ဘာ့ အပါးဆုံး ခေါက်ဖုန်းက ဘယ်လိုနေလဲ?,50725,2287,79,11:36,696,2024-02-02,13:30,Friday,Showcases
-n-j1P9BMaI,Honor X8b နဲ့ X7b အကြောင်းပြောကြမယ်,79147,2799,115,9:18,558,2024-01-30,13:30,Tuesday,Showcases
zIoAVW2Qvu0,လက်၂ချောင်းဂိမ်းတွေ ဘာကြောင့်ချီးပေ?,236580,12056,953,12:53,773,2024-01-29,12:30,Monday,Knowledge
cIxbRfg8_XU,ဈေးမတက်ပေမယ့် သိသိသာသာပိုကောင်းလာတဲ့ vivo Y27s,39518,1557,89,6:38,398,2024-01-22,13:30,Monday,Showcases
4mvovkJzFR0,ဂိမ်းပေါင်း ၂သောင်းကျော်ကို ၂သိန်းနဲ့ဆော့မယ်,126549,5492,383,17:31,1051,2024-01-20,12:30,Saturday,Review
B7KxUswdQXY,Samsung Galaxy S24 ရဲ့ AI Feature တွေကိုစမ်းကြည့်ကြမယ်,91938,3452,94,9:20,560,2024-01-18,12:30,Thursday,First Impressions
e1sN_FCGS2M,Honor X9b ကတကယ်ပဲပိုကောင်းလာရဲ့လား?,108449,3383,128,6:55,415,2024-01-04,13:30,Thursday,Showcases
X9yC3mQJm9k,ဒီနှစ်မှာ တော်တော်လေးမိုက်လာတဲ့ MSI Bravo series,16761,639,36,8:29,509,2024-01-02,12:30,Tuesday,Showcases
FPHzyWbYzxo,Itel P55 က ၃ သိန်းဝန်းကျင်မှာဘယ်လိုနေလဲ?,51031,1934,67,6:26,386,2024-01-01,13:30,Monday,Showcases
xVIlVy45DXs,Infinix Zero 30 4G : Review,64032,2327,114,7:15,435,2023-12-29,12:30,Friday,Showcases
0nSmMFTBvXs,ဘယ်ဖုန်း brand တွေက service အစုတ်ဆုံးလဲ?,465366,21032,853,14:15,855,2023-12-21,13:30,Thursday,Review
_OSDJV_9Gew,Tecno Spark 20 : Showcase,43195,1863,106,6:58,418,2023-12-18,11:30,Monday,Showcases
xtr4Jsgccd4,Infinix Zero 30 4G : First Look,39931,1639,115,5:36,336,2023-12-16,11:30,Saturday,Showcases
gGZKXzO5OIA,MSI Katana 15: ဈေးမတရားမကြီးတဲ့ Gaming Laptop ရှာနေတာဆိုရင် ဒါကိုကြည့်,20260,752,31,9:32,572,2023-12-15,12:30,Friday,Showcases
hgxVtUxrLr8,သိန်း တစ်ထောင်ဖိုး Laptop Unboxing,65620,2633,66,16:49,1009,2023-12-13,12:30,Wednesday,Unboxing
hrez4FNf8BI,OLED ကိုဘာလို့ လူတိုင်းမသုံးနိုင်ကြတာလဲ?,39271,1984,32,9:44,584,2023-12-12,12:30,Tuesday,Knowledge
GDI_0LdrE4Q,၂ သိန်းဝန်းကျင်မှာ iTel A70 ကဘယ်လိုနေလဲ?,85026,2547,122,5:50,350,2023-12-09,11:30,Saturday,Showcases
2XarD_hShBg,Xiaomi 14 Pro Review : HyperOS နဲ့ ကြမ်းပြီလား ?,205121,6042,223,17:58,1078,2023-12-04,13:18,Monday,Review
WiD7K98Wji8,၅ သောင်းဝန်းကျင်မှာ V.Jun ရဲ့ tws နားကြပ် တွေက ဘယ်လိုနေလဲ?,40748,1632,99,7:39,459,2023-11-24,12:30,Friday,Showcases
ane11B8m8dg,အရောင်တွေနဲ့ ပတ်သက်သမျှ,45285,2827,90,14:47,887,2023-11-21,12:30,Tuesday,Knowledge
TEkMhoMReOw,ဂိမ်းဆော့မယ်ဆို Redmi note 13 pro ကိုလက်ရှောင်ရမှာလား?,271262,6876,328,8:03,483,2023-11-18,12:30,Saturday,Review
_otQQpeIg-Y,vivo y17s က ၄သိန်းခွဲအောက်မှာဘယ်လိုနေလဲ?,48170,1498,70,6:39,399,2023-11-16,13:30,Thursday,Showcases
_WLxY7YSN6E,၄သိန်းမှာ ဘယ်ဖုန်းဝယ်ရမလဲ?,338649,14235,267,12:57,777,2023-11-15,12:30,Wednesday,Comparison
gdMw3Z_DB5o,Samsung Galaxy A05S Review : အရှိအရှိအတိုင်းပဲ,111835,4751,300,13:04,784,2023-11-12,12:30,Sunday,Review
iiofmntWvZE,Mercedes စီးမယ့် creator တွေအတွက် laptop,14166,601,30,7:12,432,2023-11-11,12:30,Saturday,Showcases
eo7oS7C8bLU,ကျွန်တော်တို့အမုန်းဆုံး Phone Company တွေကပြောတဲ့ဂျင်းတွေ,73385,3969,176,8:52,532,2023-11-10,12:30,Friday,Knowledge
_vvfw2vcygc,iPhone 15 Pro Max : ၁လခွဲအကြာ,320484,7038,238,18:46,1126,2023-11-09,12:30,Thursday,Review
hRvxGoX8FKA,လောလောဆယ် ကင်မရာ setup အကောင်းဆုံး Flip ဖုန်း?,23654,986,27,9:38,578,2023-11-08,12:30,Wednesday,Showcases
xKF5q-KLGTw,Samsung Galaxy M34 ရဲ့ Video Stabilization က ဘယ်လိုနေလဲ?,9442,425,4,0:43,43,2023-11-07,13:30,Tuesday,uncategorized
ekuuv0QeITQ,$500 အထက်သုံးမှာဆို ဒါမျိုးOLED panel နဲ့ Laptop တွေပဲဝယ်သင့်တော့တယ်,28028,928,39,7:12,432,2023-11-06,12:30,Monday,Showcases
-mkw_M2EM_o,vivo V29 ရဲ့ ညီလေး V29e က ဘယ်လိုနေလဲ?,32019,1221,54,7:56,476,2023-11-05,12:30,Sunday,Showcases
2Z8qjOgWY1U,Mi Civi နဲ့ Note series တို့ညားပြီးမွေးထားတဲ့ Redmi Note 13 Pro Plus,273536,7927,308,8:44,524,2023-11-01,12:30,Wednesday,Review
EtlkOCGy29U,Itel S23+ : ဈေးအသက်သာဆုံး မှန်အကွေးနဲ့ဖုန်း,116479,3749,135,6:56,416,2023-10-30,14:30,Monday,Showcases
gBTxi4RtE_8,ခုတလောဖုန်းမဝယ်ခင်ဒါကြည့်,149206,8115,51,1:00,60,2023-10-23,13:30,Monday,uncategorized
Udaq64-vZrk,MSI Modern 15 က Business laptop တစ်လုံးအနေနဲ့ဘယ်လိုနေလဲ?,32647,1012,66,8:22,502,2023-10-21,13:30,Saturday,Showcases
3e6YyuBrCes,Tecno POVA 5 Pro : မီးလင်းတိုင်းကောင်းလား?,110631,3145,140,5:32,332,2023-10-20,12:30,Friday,Showcases
0tzjFyb-QfA,တစ်ကွက်ပြလိုက်တဲ့ OPPO ရဲ့ ခေါက်ဖုန်းအသစ်,56134,2064,72,4:30,270,2023-10-19,13:30,Thursday,First Impressions
uRFobsfD7Oo,တမင်ကိုဘာမှလုပ်မရအောင် လုပ်ထားတဲ့ Tablet,50987,1665,113,11:35,695,2023-10-17,13:30,Tuesday,Review
-0ccANgcxS8,Thin and Light Laptop တစ်လုံးမှာ Screen ၂ခုသုံးဖို့ ဘာတွေ ပေးဆပ်လိုက်ရလဲ?,27938,1040,49,13:56,836,2023-10-14,13:30,Saturday,Showcases
9Y4kU1d-xwc,xiaomi ရဲ့ ရှားရှားပါးပါး Tablet အကိတ်ကြီး က ဘယ်လိုလူတွေအတွက်ဖြစ်မလဲ?,124018,3369,126,7:43,463,2023-10-13,12:30,Friday,Review
_WNsLuaqJWA,Laptop ကို Tablet လိုပါသုံးချင်တာဆို Zenbook Flip 14 OLED ကိုဝယ်,18315,691,21,8:22,502,2023-10-12,12:30,Thursday,Showcases
lf5KEDDO2Ds,iPhone 15 ပန်းရောင်လေးကရော အဆင်ပြေလား?,266362,6939,316,15:54,954,2023-10-11,12:30,Wednesday,uncategorized
1lCSN2gF9SY,Mi Band 8 Pro က တကယ်ဝယ်သင့်ရဲ့လား?,39540,1212,52,8:43,523,2023-10-09,12:30,Monday,Review
zIBu_LVfFrI,Display ဆို 4K မှဆိုတဲ့သူတွေအတွက် RTX 40 series နဲ့ MSI Stealth 15,13132,501,32,8:33,513,2023-10-05,14:00,Thursday,Showcases
db2N16puUj4,iOS နဲ့ Android ကို Tablet မှာယှဥ်ကြည့်မယ်ဆိုရင်,212302,5347,201,9:54,594,2023-10-04,13:00,Wednesday,Showcases
uH8WIzL7IXo,အရမ်း “HOT” နေတဲ့ Redmi K60 Ultra,98031,3100,180,7:32,452,2023-10-03,12:30,Tuesday,Review
4f3dlfY06r0,အသစ်ထွက်လာတဲ့ vivo V29 ဆိုတဲ့ ဖုန်းအလှလေး တစ်လုံးအကြောင်းပြောပြမယ်,74653,2633,118,7:21,441,2023-10-02,12:30,Monday,Showcases
3OTLyEDn9jc,Performance ရေလည်ကြမ်းတဲ့ Premium OLED Ultrabook?,21347,754,36,9:01,541,2023-09-29,13:30,Friday,Showcases
LnxYSlDW1c0,iPhone 15 Pro Max က ဘယ်လောက်မာလဲ drop test လုပ်မယ်,177490,7034,498,16:49,1009,2023-09-26,01:30,Tuesday,Review
fb2oyvRXFH8,Battery ခံတဲ့ဖုန်းတွေရှာနေရင် ဒါကိုကြည့်…,24282,1221,68,6:29,389,2023-09-25,12:30,Monday,Review
4NO5rl4SEUY,Infinix Note 30 Pro vs Redmi Note 12 Pro 5g : ဘာရွေးရမလဲ?,159654,4484,179,6:40,400,2023-09-24,12:30,Sunday,Comparison
NKFiqIeb4gc,၁၃ သိန်းအောက်မှာ ကျွန်တော်တို့ အကြိုက်ဆုံး Laptop,132896,3986,113,7:45,465,2023-09-23,12:30,Saturday,Review
3tEyivWEX1Y,iPhone 15 Pro Max First Impression : ပေါ့ပေါ့အိအိလေး,195989,6891,246,13:10,790,2023-09-22,06:47,Friday,uncategorized
UHT3UAGEqCM,Windows ဘက်ခြမ်းက အကောင်းဆုံး creator laptop?,22511,832,31,9:59,599,2023-09-19,12:30,Tuesday,Showcases
8NyzXqjbntA,MSI Stealth 16 Studio: ဘာလုပ်လုပ်တင့်တယ်နေမယ့် နဂါးဖြူကြီး…,22488,849,53,11:16,676,2023-09-14,12:30,Thursday,Showcases
oHeDj_gqnRs,iPhone 15 series အသစ်တွေက ဘာထူးလဲ?,133093,5954,197,5:31,331,2023-09-12,19:23,Tuesday,First Impressions
aEev_GP6j38,ဖုန်းဘရန်းတွေကို အဆင့်အတန်းခွဲခြားတဲ့အခါ,356540,11776,731,17:58,1078,2023-09-10,12:30,Sunday,Reaction Videos
Nx-9QUcYwKY,Samsung ရဲ့ ခေါက်ဖုန်းတွေကို ကျွန်တော်တို့ ဘယ်လောက်သဘောမကျဘူးလဲ?,51376,1713,62,15:18,918,2023-09-09,12:30,Saturday,Review
O7hCyIlU-QE,Price to Performance တကယ့်အကောင်းဆုံးဖုန်းကဘာလဲ?,189493,6675,330,16:06,966,2023-09-07,13:30,Thursday,Knowledge
D8-Uy-JaaWM,Display ပဲထိုင်ကြည့်နေရင်တောင် တန်တဲ့ Laptop,62492,1944,46,6:52,412,2023-09-06,12:30,Wednesday,Review
_sEvASdDHr4,high-end မဟုတ်ဘဲနဲ့ wireless charging ပါတဲ့ ဂြိုလ်သားဖုန်း,89056,2671,145,10:16,616,2023-09-04,12:30,Monday,Review
AJG7D2XigBM,Power socket တွေကောင်းမကောင်းဘယ်လိုစစ်မလဲ?,30413,1564,75,17:11,1031,2023-09-02,12:30,Saturday,Knowledge
w_Rccil1IUs,iphone 15 series leaks,124488,4691,244,10:37,637,2023-08-26,13:30,Saturday,Leaks
jqTr-LPudbM,အသားကုန်ကြမ်းလာမယ့် အနာဂတ်ရဲ့ Computer အသစ်တစ်မျိုး,208604,6396,247,13:49,829,2023-08-22,13:30,Tuesday,Knowledge
7geukmfGKuc,xiaomi တို့က လုပ်ချပလိုက်ပြန်ပြီ,191805,6152,192,10:49,649,2023-08-17,01:44,Thursday,First Impressions
ZT6Lc8dZivk,အားသွင်းမြန်ပြီး အားခံမှကြိုက်တယ်ဆိုတဲ့သူတွေအတွက်,39980,1682,52,8:06,486,2023-08-15,12:30,Tuesday,Knowledge
QvthjtQlXno,မြင်းကိုဂျိုတပ်ပေးလိုက်တဲ့ ASUS,22865,786,23,6:50,410,2023-08-14,13:30,Monday,Showcases
EVoBIuj1iOc,အားသွင်း အသမုန်းမြန်တဲ့ Power bank တစ်လုံးအတွက် ကျောက်ကပ်ရောင်းစရာမလိုတော့ဘူး,140671,4145,128,15:28,928,2023-08-12,12:30,Saturday,Review
fdIaqyB6EF4,Samsung Z Fold 5 လား Z Flip 5 လား?,12300,611,5,0:59,59,2023-08-10,04:40,Thursday,Showcases
Ktht8PpHqDU,Honor 90 နဲ့ 90 Lite က တန်လား?,65590,2074,99,10:30,630,2023-08-06,13:30,Sunday,Showcases
o0Sod0kOJNs,လေထက်ပေါ့ပြီး oled display ပါတဲ့ Laptop?,36582,1173,50,8:11,491,2023-08-05,13:30,Saturday,Showcases
iJjZAeZKDSM,ROG Ally ဆိုတာဘာကြီးတွေ ဘာတွေမိုက်ပြီး ဘာတွေမမိုက်ဘူးလဲ?,77635,2428,99,15:22,922,2023-08-02,12:47,Wednesday,Review
GCqTFBX2Lp0,Mi Band တွေမကြိုက်တဲ့သူတွေအတွက် ဒီ​ smart watch ကအဖြေဖြစ်နိုင်မလား?,50628,1407,51,6:59,419,2023-07-30,14:00,Sunday,Review
IdpKoVlC3Lk,မီးပျက်လို့ desktop မဆင်ချင်ရင် ဒါဝယ်…,22414,869,41,9:13,553,2023-07-29,14:30,Saturday,Showcases
Wrmd_hfFKcQ,Tecno Pova 5 : လူ့အလိုနတ်မလိုက်နိုင်,183887,5720,345,7:07,427,2023-07-28,14:30,Friday,uncategorized
Yh9Xs89iG14,ခေါက်ဖုန်းအသစ်တွေ ကြေငြာတဲ့ Samsung Unpacked ကို ဘန်ကောက်မှာကြည့်တဲ့အခါ...,53498,2179,59,11:14,674,2023-07-27,08:30,Thursday,First Impressions
